var1,var2,var2_EN,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94
2001,市辖区,Jincheng Shi Shixiaqu,140501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,城区,Cheng Qu,140502,264000,91609,44320,16859,4125,,4125,2,305,4,,103931,4200,1293,887,4990,4020,1367,280,257,95,735,7927,37,57,166625,9847,6839,59686,124403,42222,30959,0.34,10654,8992,837,,15,846,237,33018,59388,13035,4657,3274,97,1265,21,471,357,272,9107,8036,11100,984,885,803,1384,50,,,50,50,,50,6370,5590,13009,,,3090,5752,390,1897,1700,3526,1590,3408,90,689,,,40,52,,,,,690,253,543
2001,沁水县,Qinshui Xian,140521,207000,190035,79217,48374,29929,,29929,1,48,316,,152137,15133,3993,1680,29420,23825,6934,2282,1561,382,2709,3275,150,165,113975,22476,15413,50241,75730,38245,35344,0.2,9043,11503,36890,220,825,4598,2834,11584,15277,7271,12480,7024,437,5010,9,23441,21471,18,35914,158851,44242,5109,4819,45,2592,20,,,20,20,,20,32110,27150,55959,,,11270,21240,7430,21078,3700,3693,1890,1944,720,2363,720,415,3030,3552,40,85,,,940,1862,3086
2001,阳城县,Yangcheng Xian,140522,392000,351270,140250,77974,38742,,38742,43,71,85,,289477,27217,6293,2173,43060,34270,9517,4137,2944,221,2215,21693,187,102,417190,31778,20998,192320,327179,90011,78167,0.24,25538,21536,19499,600,968,4105,2995,46954,62955,22555,17424,10885,929,5594,16,16960,16015,121,37808,39132,47429,5143,4832,237,4174,38,,,38,38,,38,48390,38590,73100,,,18050,46136,10130,15900,3250,1922,350,257,990,1798,1370,893,5510,3760,390,140,,,1750,1289,12061
2001,陵川县,Lingchuan Xian,140524,251000,230269,93969,59465,32395,,32395,202,59,19,,144313,13333,1454,373,30980,23840,7077,3097,1911,305,1764,2122,134,121,125093,29188,22954,54642,81060,44033,42336,0.19,5612,9862,33648,,320,5573,1882,26851,38082,8421,11957,7072,309,4569,7,21007,18342,43,49854,89749,64162,6333,5985,102,3292,12,,,12,12,,12,25200,21140,74412,,,2070,2394,10630,53559,2070,2247,350,731,2430,7921,,,910,1127,,2,,,860,1725,6825
2001,泽州县,Zezhou Xian,140525,516000,477706,201128,121860,50893,,50893,,91,133,,596071,37770,7640,4667,62330,50000,11582,3536,3426,503,4117,10163,79,109,700543,41672,33499,393668,513018,187525,139307,0.3,25251,21195,21867,80,751,7080,3402,90485,234523,65466,22446,16763,430,5218,35,15714,12994,262,65820,70459,80319,7376,6957,631,3898,85,,,85,85,,85,68560,63020,134973,,,29450,59099,7530,33408,20370,25235,19990,24852,1150,4973,450,133,2320,2646,,,,,2350,1416,5974
2001,高平市,Gaoping Shi,140581,476000,416563,203732,111163,39577,,39577,,75,31,,339141,29538,6987,3647,46420,36845,15744,5002,4555,463,5724,11688,162,482,313610,56168,41380,155119,208246,105364,106098,0.25,17816,17704,21050,,469,12627,3804,52158,81645,27198,25139,16221,248,8637,33,4626,1227,170,145005,41242,191117,15005,14485,393,4737,80,,,80,80,,80,50220,47560,181624,,,14120,31673,12110,87053,13880,22650,13150,21422,1820,11656,,,1070,1651,,,,,1310,3066,10731
2001,市辖区,Shuozhou Shi Shixiaqu,140601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,朔城区,Shuocheng Qu,140602,374036,246051,95147,65910,48918,,48918,,9094,,,227051,57300,32117,17520,57390,57390,11786,7228,3338,308,912,2438,355,74,116261,24123,12624,31199,78854,37407,33462,0.14,46738,46938,,,75,10871,16862,67427,43630,20035,23502,7538,238,15695,31,73648,58248,8688,79189,208060,89572,14495,12939,22360,7680,5,,,5,5,,5,46980,36840,35708,,,150,602,17550,25248,3260,767,700,25,7800,5835,,,4510,790,,,50,245,4470,63,10
2001,平鲁区,Pinglu Qu,140603,187901,158605,66596,48879,50433,,50433,,1733,,,120771,34000,600,480,61970,61970,5634,2149,1202,900,1383,588,85,123,50156,8061,1465,18556,34824,15332,12449,0.078,12374,10781,,,,9508,1833,17552,36600,17174,8941,1555,398,6988,,40506,17621,197,41966,217965,71009,12678,12331,173,2472,,,,,,,,57470,44250,2991,,,,,1510,418,14030,29,750,,14190,2412,,,10630,200,,,,,260,235,3
2001,山阴县,Shanyin Xian,140621,216012,163580,53862,42414,40603,,40603,,13131,,,201623,51667,23048,13109,53760,53760,10689,5516,2324,379,2470,2071,609,57,117942,42867,13187,31171,85654,32288,29590,0.18,9243,11532,,,650,4878,11172,11691,30500,11579,28181,8561,400,19220,,68964,52439,48654,46585,163540,42968,6504,6080,170263,2733,,,,,,,,46490,30850,30904,,,,,14760,25673,4240,473,650,81,5480,2594,,,8580,1128,,,620,7680,4530,127,284
2001,应县,Ying Xian,140622,267729,237425,96415,76806,53732,,53732,,678,,,142000,66000,37184,25529,54390,54390,14834,8213,4046,53,2522,3438,655,117,164620,81633,28572,12952,128483,36137,34142,0.14,10070,10405,,,1965,5651,15754,15154,20812,8771,13795,6770,473,6548,4,86945,64643,9490,58435,233851,50690,7535,7125,13809,3429,,,,,,,,37610,27620,33753,,,610,1171,17770,25002,1080,383,400,117,5340,4400,,,4140,2271,,,710,11680,4020,525,743
2001,右玉县,Youyu Xian,140623,102631,83798,42039,34129,51810,,51810,,3063,,,99308,30133,610,580,51360,51360,1919,704,991,,224,791,103,21,22701,12139,2331,634,16589,6112,6503,0.078,6922,6254,,,,4929,1690,10543,16374,8693,6325,1614,268,4442,1,37892,23061,2673,14236,220539,29805,6573,6353,120,1301,,,,,,,,41410,23750,2459,,,80,25,1830,309,9650,130,2050,55,9250,1868,,,6400,207,,,750,4643,550,,
2001,怀仁县,Huairen Xian,140624,252070,173909,70906,45406,38670,,38670,,1436,,,219052,50000,23951,15762,40290,40290,8130,2825,1782,119,3404,4518,245,102,238829,28892,15517,36235,192566,46263,41039,0.23,14872,14252,,,10,6478,36041,27151,50116,21250,16309,6223,364,9704,18,25673,15707,3199,33445,119676,88269,8636,8284,1511,3009,,,,,,,,30670,21700,20729,,,,,13830,16272,790,135,360,89,2790,2073,,,1100,206,,,1040,29925,6630,806,1256
2001,市辖区,Xinzhou Shi Shixiaqu,140901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,忻府区,Xinfu Qu,140902,489800,328400,146070,84410,68566,169,68397,5,24,147,,189729,33700,32897,25620,,,15175,5814,2101,595,6665,5880,307,161,167634,46542,30038,35496,108827,58807,56562,0.17,12237,13729,,,,,,,,,37687,17036,1345,19193,113,33949,21570,9669,135340,95398,147652,14558,13083,32932,12542,286,,,286,286,,286,49930,42070,146189,30,163,910,3313,32610,133995,1590,872,1330,705,1190,2525, , ,4710,3073,0,0,80,2311,2290,5238,5892
2001,原平市,Yuanping Shi,140981,466700,358200,131452,81412,79537,441,79096,250,1255,101,,245734,31070,28261,18300,,,17520,8839,4406,1353,2922,3807,170,188,267239,41632,23904,86609,197617,69622,57354,0.16,12553,14771,,,,,,,,,27740,16186,1444,9972,138,33010,10092,415,110123,201722,107839,10947,10237,1012,6189,444,,,444,444,,444,51900,43130,125060,220,1626,810,3276,27650,109881,3860,1476,1520,1088,3470,3695,0,0,3380,1667,,,,,3340,5905,14007
2001,定襄县,Dingxiang Xian,140921,209400,179100,71475,42196,33865,346,33519,,,133,,102598,22670,18568,11200,,,7307,3376,1380,194,2357,4951,115,60,194294,31350,24371,111972,147289,47005,44493,0.25,6749,7496,,,,,,,,,11901,8537,321,2856,187,12097,6521,1537,34911,53233,27579,3098,2918,1629,1324,450,,,450,450,,450,23360,18860,70644,120,646,10,37,13930,61934,730,770,580,677,900,2197,130,138,2260,2060,,,,,1800,1875,2989
2001,五台县,Wutai Xian,140922,311800,273800,95907,56660,43566,464,43102,,,96,,85075,9200,3410,2550,,,5406,3093,908,75,1330,2095,68,61,50890,18620,12589,6644,26321,24569,23150,0.085,4658,10323,,,,,,,,,11924,5678,667,5567,12,96247,83395,894,47809,208857,51414,9434,9064,32,2638,95,,,95,95,,95,30230,26930,61370,280,1176,0,0,10680,35313,2310,2372,1710,1560,5410,12107,0,0,2060,1307,0,0,0,0,1070,2557,1895
2001,代县,Dai Xian,140923,202600,162400,66470,49866,36710,1615,35095,37,,75,,115332,17000,13128,8600,,,6032,3469,1452,93,1018,1645,182,68,51517,12224,2086,18388,40170,11347,11146,0.069,3666,5548,,,,,,,,,10172,6698,477,2931,66,27247,13864,10,30129,132727,31086,3681,3483,26,848,160,,,160,160,,160,13860,11560,12163,790,1941,0,0,6280,7878,1090,354,360,144,1000,711,0,0,1090,904,,,20,70,940,2630,8911
2001,繁峙县,Fanshi Xian,140924,240900,216100,73096,52109,51265,891,50374,,,287,,67793,11130,7092,3170,,,6323,3895,1996,10,422,2405,329,31,59240,7904,4251,26680,44650,14589,12592,0.061,3478,5808,,,,,,,,,10547,6014,446,4038,49,42940,29894,,39534,144007,43681,5145,4982,,941,100,,,100,100,,100,17470,16570,12074,310,1716,0,0,6340,8121,430,108,90,31,1650,1649,0,0,310,191,,,0,0,390,373,529
2001,宁武县,Ningwu Xian,140925,153500,119300,46686,28803,47172,,47172,39,106,70,,53113,2130,3490,1631,,,1285,525,361,40,359,485,26,12,18370,3489,1028,9929,12372,5998,5379,0.049,5580,6514,,,,,,,,,3997,1789,424,1784,,23841,12788,20,11629,133178,12618,2256,2005,52,559,15,,,15,15,,15,21960,17450,4767,0,0,0,0,650,482,7600,939,790,159,2950,2355,,,3990,480,,,10,112,180,77,28
2001,静乐县,Jingle Xian,140926,157600,138200,59394,38782,61729,21,61708,,,4,,28657,3700,970,,,,2846,1660,1091,,95,521,81,13,14120,6801,1010,2727,7159,6961,7065,0.052,1516,7162,,,,,,,,,8466,3441,417,4607,1,40126,18683,,45354,244480,42326,6038,5560,,1236,5,,,5,5,,5,25160,20440,3782,10,4,0,0,1150,700,7710,592,2720,209,5320,1529,,,4260,322,,,,,370,742,119
2001,神池县,Shenchi Xian,140927,99300,84800,30286,22519,59546,,59546,90,73,3,110,66474,21870,350,330,,,5377,2905,1616,31,825,839,232,26,9154,6979,2573,585,6261,2893,2973,0.037,3338,61110,,,,,,,,,6775,2471,639,3665,,33796,17518,,32287,213535,27536,4741,4135,,1009,5,,,5,5,,5,42700,21920,6500,,,,,6700,2178,2500,393,560,58,8570,3283,,,18280,3500,0,0,,,0,0,0
2001,五寨县,Wuzhai Xian,140928,104400,88700,34225,22975,39613,,39613,1031,106,,79925,22,2889,950,,,,6048,3914,1902,120,112,467,351,25,13391,6822,1370,1311,9052,4339,3914,0.045,1746,5339,,,,,,,,,10279,4928,778,4557,16,53225,39631,100,37903,229867,39584,7011,6738,,583,55,,,55,55,,55,37910,26920,3780,,,0,0,7600,1445,3410,47,0,0,11530,2137,,,9340,386,0,0,,,950,81,27
2001,岢岚县,Kelan Xian,140929,78600,66600,24085,17680,46073,,46073,,1411,27,,55798,8030,947,220,,,3651,2160,973,408,110,401,143,27,7392,6426,2110,265,4337,3055,2680,0.043,1213,4846,,,,,,,,,9781,3281,516,5984,,42836,31507,200,28132,269364,36796,5451,5231,820,1020,5,,,5,5,,5,23490,15660,6048,0,0,0,0,2440,2562,5870,696,1040,156,3610,1624,,,6840,2030,,,,0,310,262,81
2001,河曲县,Hequ Xian,140930,135900,111900,41708,28932,46645,,46645,14,,12,,42116,3330,2820,1270,,,4755,3416,915,,424,1002,140,56,11383,3179,1399,3393,6910,4473,3357,0.031,5501,6762,,,,,,,,,6894,3208,1144,2539,3,12074,1508,28,28549,99111,26411,2804,2731,26,670,30,,,30,19,,30,18080,14160,2782,,,0,0,2040,2429,2530,15,1900,4,4920,161,0,0,2870,1047,,,0,0,790,4348,800
2001,保德县,Baode Xian,140931,147100,130400,37079,21458,36757,,36757,,85,37,,69488,2670,1149,,,,2856,2483,363,,10,4479,50,10,25555,8944,3833,1278,17936,7619,7423,0.055,3355,6551,,,,,,,,,6216,2961,997,2258,,7276,4735,,26973,79280,27080,2756,2680,,407,18,,,18,10,,18,21660,19960,3700,,,0,0,2460,545,4390,9,3910,9,7900,2669,.,0,0,0,,,0,0,590,8986,2611
2001,偏关县,Pianguan Xian,140932,107300,88200,45190,25474,54671,,54671,15,515,27,,53229,4470,1795,720,,,4518,2991,867,,660,419,122,23,9930,6611,1113,974,5776,4154,4329,0.051,3312,6252,,,,,,,,,7667,2299,718,4650,,16331,1441,,27917,210322,28641,5031,4842,,566,5,,,5,5,,5,27250,19970,2374,,,0,0,3420,377,4370,275,0,0,5260,1126,0,0,6880,531,,,0,0,270,1814,190
2001,孝义市,Xiaoyi Shi,142301,421576,303854,124472,71967,36346,,36346,,1040,62,,289663,23270,13670,7020,34200,29500,4507,1979,756,225,1547,7788,83,81,395265,34034,11099,196126,323262,72003,54878,0.18,20042,16547,11577,,,,,39777,64545,2352,18327,9515,1095,7717,,8505,4717,811,50040,87702,74456,6895,6016,1483,8065,60,,,60,60,,60,57950,43380,111448,,,32570,79013,5150,19307,3970,6337,2270,4338,1330,5867,8280,9287,3400,4623,,,,,2570,4199,41378
2001,离石市,Lishi Shi,142302,232374,137190,53221,27530,28114,,28114,,43,32,,96847,5600,3140,150,21517,19497,2228,1289,270,36,633,5974,41,17,51407,3820,2188,24878,39406,12001,9337,0.07,11204,12905,15856,,,,,18996,33277,10011,3998,1255,758,1977,8,7638,6720,188,12078,62591,15758,1952,1753,479,1964,20,,,20,20,,20,60650,27360,105299,,,19820,71365,5520,26657,1240,2362,690,1388,640,4316,23330,25678,1580,2784,,,,,7150,2490,52491
2001,汾阳市,Fenyang Shi,142303,398150,322047,134262,86353,46802,,46802,,49,22,,262951,47330,27730,13550,46439,31100,6848,3000,1981,303,1564,10959,214,124,143712,35806,19132,40048,97933,45779,47291,0.015,27704,15000,58379,,56,,,35466,60201,2705,19795,7277,1152,11329,37,15204,9738,1349,91039,91314,101581,10360,9220,2537,13284,100,,,100,100,,100,22020,19710,79725,,,13040,48547,4500,24683,1640,3380,1160,2690,520,3115,770,896,670,1358,,,,,850,1183,12535
2001,文水县,Wenshui Xian,142322,412140,374873,161230,112657,41132,,41132,,15,342,,227418,38000,37760,22500,25099,13869,12721,4967,4247,791,2716,6093,505,379,296763,87407,57274,154681,209553,87210,81251,0.22,10324,13597,55775,,1,,,47035,82461,1785,46639,31794,433,14247,165,31732,29862,343,60347,74618,61974,9321,7269,337,23201,340,,,340,340,,340,42330,35450,93552,,,28670,68490,1840,10553,3310,6801,2320,5038,1440,6967,2740,3317,2640,2534,,,,,720,10028,237464
2001,交城县,Jiaocheng Xian,142323,209105,177571,71329,40681,15235,60,15175,,,10,,132814,24800,8580,5450,14146,13071,3123,1797,792,30,504,7527,48,84,202311,16981,12519,124460,170727,31584,24167,0.14,8209,9960,30333,,,,,24690,53783,5889,9728,5361,553,3806,8,15200,13630,165,23120,70091,25773,3232,2760,312,4579,20,,,20,20,,20,76090,50750,138543,,,34780,91712,5430,22192,6900,9635,1370,2440,3570,14871,16430,20734,3060,2839,,,,,4030,27225,718773
2001,兴县,Xing Xian,142325,267720,237439,87253,67882,82324,,82324,52,51,,,114041,4000,4070,3010,82700,82700,3724,3505,184,,35,3466,40,32,8897,7269,6335,700,1890,7007,6902,0.029,2013,11904,2335,,84,,,10900,16048,3665,8137,4055,658,3424,,23953,19757,4,27352,251148,29837,4033,3858,,973,,,,,,,,52420,40490,80175,,,31400,57381,3030,11556,3000,4570,1540,3249,2340,5785,1310,790,3320,3693,,,,,3800,16412,180776
2001,临县,Lin Xian,142326,569718,517677,197491,153783,105913,,105913,47,1519,117,,66954,5670,5690,3190,108000,108000,10385,7995,1346,377,667,6545,90,51,22317,12302,6140,1822,12007,10310,17038,0.034,2463,19290,31643,,3,,,20120,13217,1258,15478,7659,1852,5963,4,12534,9622,147,53886,106995,68217,7134,6577,342,4774,20,,,20,20,,20,44610,27600,108393,,,20060,80046,2730,15448,3030,4391,1370,2488,1430,7199,3180,3533,800,1155,,,,,8840,1366,17850
2001,柳林县,Liulin Xian,142327,287579,242343,83205,53924,46155,,46155,,852,8,,71669,8400,1650,490,36300,30300,2628,1618,272,83,655,9661,39,103,68258,3695,1948,40078,52577,15681,13730,0.06,16681,14500,6321,,,,,20054,45690,23384,4053,1854,1040,1159,,4407,2616,154,11727,37537,13512,1509,1396,269,758,10,,,10,10,,10,37370,32030,88675,,,24990,66519,3340,13977,2990,5708,1250,3267,590,2252,1630,1749,1620,2577,,,,,1210,3297,21007
2001,石楼县,Shilou Xian,142328,102775,88131,29522,25175,44719,,44719,,1082,3,,33522,1400,1190,200,24700,24700,2356,1204,414,28,710,677,52,24,4079,2758,665,263,2110,1969,2131,0.025,503,6731,7398,,8,,,2097,1035,478,4447,1161,1407,1877,2,18932,15083,,22365,92338,23273,2738,2590,,621,10,,,10,10,,10,62870,41910,96938,,,30430,59335,5280,26316,3770,4612,2000,3072,1850,5668,1960,1279,2010,2473,,,,,8560,1723,12062
2001,岚县,Lan Xian,142329,168478,150181,64256,49109,41350,,41350,,,100,,32401,12330,2430,1600,32000,32000,2947,1985,688,3,271,821,166,23,12634,6535,4567,1672,5438,7196,8652,0.058,1469,8061,1909,,,,,7506,8172,6754,5163,1563,513,3076,11,32228,15689,,33359,141725,37078,4509,4196,,1195,30,,,30,30,,30,45030,31340,69877,,,21250,42007,4210,16058,3300,4855,3300,4563,1490,4579,4830,4119,1900,2071,,,,,6110,2240,17696
2001,方山县,Fangshan Xian,142330,136136,116305,40429,33020,25498,,25498,,1417,24,,53969,6000,3120,1660,17000,16200,2225,1326,449,100,350,4381,78,15,9246,4489,3746,91,2782,6464,6804,0.06,1383,8585,7184,,38,,,3771,4897,678,3921,1217,875,1821,8,17098,15973,17,11367,98352,11303,1882,1744,28,1435,10,,,10,10,,10,29180,23860,65542,,,16690,40284,3470,16573,1420,2037,1040,1609,2010,6025,880,363,620,929,,,,,2060,1335,9551
2001,中阳县,Zhongyang Xian,142332,132599,104153,35074,20847,26964,,26964,,231,47,,60574,3670,1440,670,14200,14200,1872,1386,361,12,113,2593,24,10,52745,3855,1708,38734,43520,9225,8979,0.087,8027,9343,3457,,,,,16706,39275,142,2874,1043,946,875,10,10310,8998,20,8920,8768,10646,1063,1015,43,649,20,,,20,20,,20,26590,22380,35474,,,16940,20786,1670,4878,2220,2794,1440,1911,1430,6949,350,191,1440,1387,,,,,1300,4573,61144
2001,交口县,Jiaokou Xian,142333,107158,88214,31998,21138,31556,,31556,,,,,40424,2450,,,16300,16300,839,665,135,,39,7789,31,2,44907,2791,1398,33208,37596,7311,3679,0.042,5282,7133,2313,,2,,,13455,19781,16761,2532,633,401,1498,,18812,17442,5,5424,59688,6633,1582,1419,6,1404,,,,,,,,20190,14910,40997,,,11250,28536,2060,9342,880,1333,810,1221,390,1027,910,528,710,741,,,,,2180,1067,5706
2001,市辖区,Jinzhong Shi Shixiaqu,140701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,榆次区,Yuci Qu,140702,537283,263983,134893,79438,49289,50,49239,,1533,79,,387708,34500,24308,15380,22700,11700,9565,3730,2062,865,2908,13613,384,304,809220,75741,49263,352472,712911,96309,76475,0.29,30752,24385,23000,332,1507,14200,3648,45635,98007,35115,57849,43961,915,12775,198,15906,7174,2908,103884,134827,159054,14932,13243,6203,12288,481,,,481,481,,481,49930,42070,146189,30,163,,,25860,133995,1590,872,1330,705,1190,2525,,4,4710,3073,,,80,2311,2290,5238,5892
2001,介休市,Jiexiu Shi,140781,374431,276799,125976,58667,27798,27,27771,,3,16,,203182,24670,15347,9960,24940,22900,6359,3080,1803,136,1340,8031,50,110,386285,25169,15417,259287,306092,80193,63440,0.23,22909,16185,13000,17,1296,7810,78,53732,97003,34683,6157,3721,568,1864,4,8612,3821,1942,80573,72212,95515,8220,7512,1880,3668,36,,,36,36,,36,23490,15660,6048,,,90,,2440,2562,5870,696,1040,156,3610,1624,,,6840,2030,,,,,310,262,81
2001,榆社县,Yushe Xian,140721,126901,117630,48459,32451,22792,20,22772,,1300,508,,81527,9270,1637,1260,17173,11243,2010,1263,114,88,545,740,130,20,25378,14441,8474,2681,10315,15063,16699,0.14,8057,8801,7300,,492,6200,461,14174,12903,4349,10834,4775,1997,3961,101,45835,43780,14448,40077,151930,32468,6529,4774,,2215,245,,,245,245,,245,51900,43130,125060,220,1626,810,3276,27650,109881,3860,1476,1520,1088,3470,3695,,1,3380,1667,,,,20,3340,5905,14007
2001,左权县,Zuoquan Xian,140722,156015,135582,63197,39748,17365,260,17105,70,1338,209,,87948,8660,980,980,16440,12350,2962,2211,291,13,447,2356,197,20,63390,15626,9849,32651,37449,25941,17667,0.13,8439,8463,10849,,1280,3900,1809,9840,17210,6929,10586,5189,2458,2914,25,27265,14788,6583,25978,188905,28088,4106,3773,97,1870,55,,,55,55,,55,23360,18860,70644,120,646,10,37,13930,61934,730,770,580,677,900,2197,130,138,2260,2060,,1,,3,1800,1875,2989
2001,和顺县,Heshun Xian,140723,134766,108880,40948,28583,21187,,21187,,13,13,,96820,8670,310,310,16030,12850,2017,1487,323,84,123,1824,288,75,36417,13903,5722,12484,20651,15766,14519,0.13,7097,7650,10683,,632,5143,2112,14191,15823,5709,8022,4694,1124,2202,2,57441,53637,19309,10116,69013,12379,5414,5240,348,937,10,,,10,10,,10,30230,26930,61370,280,1176,,,10680,35313,2310,2372,1710,1560,5410,12107,,,2060,1307,,,,,1070,2557,1895
2001,昔阳县,Xiyang Xian,140724,220736,205144,103327,67513,31922,34,31888,,1438,153,,161994,14880,3055,2610,30982,28982,2102,1422,188,11,481,3999,79,58,165174,30091,21097,44079,122834,42340,37156,0.19,9566,9556,23600,,1448,3813,939,20255,23196,3457,11147,7726,851,2560,10,32856,19761,6722,31982,60934,34683,4014,3581,138,1805,25,,,25,25,,25,13860,11560,12163,790,1941,,,6280,7878,1090,354,360,144,1000,711,,,1090,904,,,20,70,940,2630,8911
2001,寿阳县,Shouyang Xian,140725,210296,177553,81020,57288,68184,20,68164,17,12,111,,166586,34000,1985,880,52350,38830,10419,5229,2256,394,2540,1322,82,202,121599,33280,25383,42376,82831,38768,35556,0.2,11357,10225,25407,,2065,6612,1573,17835,24759,4324,23784,18459,425,4888,12,39620,34032,8634,48746,158773,54437,6960,6426,292,3877,30,,,30,30,,30,17470,16570,12074,310,1716,,,6340,8121,430,108,90,31,1650,1649,,,310,191,,,,,390,373,529
2001,太谷县,Taigu Xian,140726,287677,212331,105994,65697,29912,,29912,,,198,,254045,24170,22274,15960,15690,9530,13453,6140,3671,517,3125,12806,372,295,316107,87167,40667,155348,246375,69732,57095,0.27,14489,11339,24800,198,443,17300,1633,40820,61024,22392,41989,22355,387,19210,37,11296,7011,2804,164032,79182,220825,18164,16127,4708,22784,40,,,40,40,,40,21960,17450,4767,,,,,650,482,7600,939,790,159,2950,2355,,,3990,480,,,10,112,180,77,28
2001,祁县,Qi Xian,140727,255311,209777,101781,63407,30238,,30238,45,1018,7,,293208,26680,23955,16540,22000,15260,12870,5077,2847,599,4347,8715,221,374,341405,60283,35093,124608,277742,63663,55022,0.27,13067,11600,23100,266,4359,12912,1531,46780,50800,27817,34909,22484,570,11843,12,51962,49939,19157,66707,60236,82074,13592,12008,9875,14776,30,,,30,30,,30,25160,20440,3782,10,4,,,1150,700,7710,592,2720,209,5320,1529,,,4260,322,,,,,370,742,119
2001,平遥县,Pingyao Xian,140728,478450,420655,187554,114922,52408,,52408,,1202,166,,194833,39770,36393,9450,41600,34630,12402,4978,3279,417,3728,7680,414,254,321386,104163,63332,119477,233281,88105,90818,0.22,14705,15320,21300,451,14906,14100,2614,56993,76136,18271,40639,20605,673,19322,39,34496,29408,12248,132990,140398,152540,14834,12462,11718,24802,95,,,95,95,,95,42700,21920,6500,,,,,6700,2178,2500,393,560,58,8570,3283,,,18280,3500,,,,,1480,23,
2001,灵石县,Lingshi Xian,140729,244488,164487,82599,41059,28058,,28058,,,5,,240601,13670,1624,1130,26539,25450,2918,1208,599,2,1109,3754,57,24,332260,12748,7239,180269,280636,51624,40565,0.24,13480,10816,6400,,455,1756,4,34538,87200,11808,14234,7620,423,6179,12,8532,4537,960,15712,55386,19860,1848,1593,69,1758,10,,,10,10,,10,37910,26920,3780,,,,,7600,1445,3410,47,1490,,11530,2137,,,9340,386,,,,,950,81,27
2001,市辖区,Linfen Shi Shixiaqu,141001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,尧都区,Yaodu Qu,141002,739143,430233,239310,109174,46103,134,45969,14,520,364,,453045,33330,29760,13470,25,22,17621,9134,3441,249,4797,6602,198,566,347037,49701,35633,186215,222539,124498,119025,0.28,50763,33389,14792,326,1681,6712,3761,,,,32299,22771,631,8528,369,38173,27833,1002,67826,84603,72032,7674,6024,1777,9533,895,,,895,895,,895,49220,41920,143685,220,1870,26960,84121,7530,39054,3470,6097,2530,4747,2080,7134,290,157,2060,2559,,,,,3900,2740,38247
2001,侯马市,Houma Shi,141081,230183,110408,59988,32319,9178,3,9175,39,154,106,,106843,9580,8460,7000,4,2,6381,3202,1426,474,1279,2889,139,148,135263,18659,16850,44353,97029,38234,36355,0.33,16114,13208,23048,976,1432,927,,,,,10917,9432,261,1080,144,4239,3716,206,9904,12653,10866,1141,989,250,1063,350,,,350,350,,350,16210,12050,51338,,,7130,33181,1810,10839,2740,5041,1980,4069,200,1915,940,850,1320,2251,,,,, ,632,4992
2001,霍州市,Huozhou Shi,141082,282933,186160,90112,49511,23974,,23974,53,276,8,,116379,11360,5190,1990,14,8,5384,2668,820,448,1448,2122,113,106,148142,17322,12614,55238,90932,57210,50221,0.28,15965,10463,3719,721,261,3408,2035,,,,10462,7183,614,2653,12,10978,6046,244,31680,43231,33036,3081,2684,458,2169,30,,,30,30,,30,20170,10530,60557,,,13000,35043,3290,15877,770,1374,580,1040,800,3051,110,86,330,475,,,,, ,995,6018
2001,曲沃县,Quwo Xian,141021,224935,193019,135023,65409,23433,28,23405,468,444,164,,174015,18130,17150,8060,12,4,9285,4540,1975,727,2043,4460,317,237,127158,34086,30518,61593,73322,53836,53500,0.28,7868,10924,22826,1534,2553,2415,,,,,23069,19936,495,2439,199,11144,8855,207,21137,29075,24775,2554,2174,247,2436,482,,,482,482,,482,29280,20050,77964,,,14610,54828,2330,13904,1660,1983,820,1052,1270,6564,2190,2251,1230,1784,,,,, ,3149,26652
